,cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
366996,2g81sjnl,53f47d94910ffabd76490169a89d7a307f2ce2a6,Medline; PMC,"Current coronavirus (SARS-CoV-2) epidemiological, diagnostic and therapeutic approaches: An updated review until June 2020",10.17179/excli2020-2554,PMC7415934,32788913.0,cc-by,"Coronaviruses are a group of enveloped viruses with non-segmented, single-stranded, and positive-sense RNA genomes. In December 2019, an outbreak of coronavirus disease 2019 (COVID-19) caused by the novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), in Wuhan City, China. The World Health Organization (WHO) declared the coronavirus outbreak as a global pandemic in March 2020. Fever, dry cough and fatigue are found in the vast majority of all COVID-19 cases. Early diagnosis, treatment and future prevention are keys to COVID-19 management. Currently, the unmet need to develop cost-effective point-of-contact test kits and efficient laboratory techniques for confirmation of COVID-19 infection has powered a new frontier of diagnostic innovation. No proven effective therapies or vaccines for SARS-CoV-2 currently exist. The rapidly increasing research regarding COVID-19 virology provides a significant number of potential drug targets. Remdesivir may be the most promising therapy up till now. On May 1, 2020, Gilead Sciences, announced that the U.S. Food and Drug Administration (FDA) has granted emergency use authorization (EUA) for the investigational Remdesivir as a potential antiviral for COVID-19 treatment. On May 7, 2020, Gilead Sciences, announced that the Japanese Ministry of Health, Labour and Welfare (MHLW) has granted regulatory approval of Veklury® (Remdesivir) as a treatment for SARS-CoV-2 infection, the virus that causes COVID-19 acute respiratory syndrome, under an exceptional approval pathway. Also, Corticosteroids are recommended for severe cases only to suppress the immune response and reduce symptoms, but not for mild and moderate patients where they are associated with a high-risk side effect. Based on the currently published evidence, we tried to highlight different diagnostic approaches, side effects and therapeutic agents that could help physicians in the frontlines.",2020-07-20,"Nabil, Ahmed; Uto, Koichiro; Elshemy, Mohamed M.; Soliman, Reham; Hassan, Ayman A.; Ebara, Mitsuhiro; Shiha, Gamal",EXCLI J,,,,document_parses/pdf_json/53f47d94910ffabd76490169a89d7a307f2ce2a6.json,document_parses/pmc_json/PMC7415934.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/32788913/; https://doi.org/10.17179/excli2020-2554,221096094.0
359419,wdsb8spb,6387603fb5f8eda220411438a86234c475aa728e,Medline; PMC,M(IL-4) Tissue Macrophages Support Efficient Interferon-Gamma Production in Antigen-Specific CD8(+) T Cells with Reduced Proliferative Capacity,10.3389/fimmu.2017.01629,PMC5714867,29250063.0,cc-by,"CD8(+) cytotoxic T cell (CTL) responses are necessary for the lysis of virally infected cells and control of infection. CTLs are activated when their TCRs bind a major histocompatibility complex (MHC)-I/peptide complex on the surface of antigen presenting cells such as macrophages (MΦ). It is now apparent that MΦ display remarkable plasticity in response to environmental signals to polarize into classically activated M(LPS + IFN-γ) or alternatively activated M(IL-4). However, little is known about how MΦ activation status influences their antigen presentation function to CD8(+) T cell in models of virus infection. Consequently, we tested how polarization of spleen-derived (Sp)-MΦ impacts direct presentation of viral antigens to influence effector and proliferative CD8(+) T-cell responses. We show that M(IL-4) Sp-MΦ retain MHC-I surface expression and the ability to stimulate IFN-γ production by CTL following peptide stimulation and lymphocytic choriomeningitis virus infection to levels similar to M0 and M(LPS + IFN-γ) MΦ. However, memory CD8(+) T cells cultured in the presence of M(IL-4) MΦ underwent significantly reduced proliferation and produced similar IFN-γ levels as coculturing with M0 or M(LPS + IFN-γ) cells. Thus, these results show a novel ability of polarized MΦ to regulate CD8(+) T-cell proliferation and effector functions during virus infection.",2017-11-30,"Mulder, Rylend; Banete, Andra; Seaver, Kyle; Basta, Sameh",Front Immunol,,,,document_parses/pdf_json/6387603fb5f8eda220411438a86234c475aa728e.json,document_parses/pmc_json/PMC5714867.xml.json,https://doi.org/10.3389/fimmu.2017.01629; https://www.ncbi.nlm.nih.gov/pubmed/29250063/,37292781.0
247148,hvp4navp,,WHO,"The relation between serum D-dimer, ferritin and vitamin D levels, and dysgeusia symptoms, in patients with coronavirus disease 2019",,,,unk,"OBJECTIVE: This study aimed to evaluate the association between serum D-dimer, ferritin and vitamin D levels, and dysgeusia symptoms, in patients with coronavirus disease 2019. METHODS: The present study was conducted with the medical records of 300 patients positive for coronavirus disease 2019, hospitalised between 28 March and 15 August 2020. The patients were divided into two groups regarding the presence or absence of dysgeusia symptoms. RESULTS: Fever and sore throat rates, and the mean D-dimer level, were considerably higher in the dysgeusia group than in the non-dysgeusia group (32.1 vs 21.6 per cent, p = 0.04; 43.6 vs 20.7 per cent, p < 0.001; and 0.54 ± 0.32 vs 0.49 ± 0.51 mg/l FEU, p = 0.008, respectively). The mean age was significantly lower in the dysgeusia group than in the non-dysgeusia group (42.83 ± 12.31 vs 50.51 ± 13.67 years, p < 0.001). CONCLUSION: Younger age, fever and shortness of breath could be observed in patients with dysgeusia symptoms. In addition, the D-dimer level was significantly higher in the dysgeusia group.",2021,"Elibol, E; Baran, H",J Laryngol Otol,,#1023804,,,,,230824381.0
175663,ty50rdn7,00ef49176ab3215f851f845fdcde1ebc4e2c1c1a,ArXiv,Improved algorithms for non-adaptive group testing with consecutive positives,,,,arxiv,"The goal of group testing is to efficiently identify a few specific items, called positives, in a large population of items via tests. A test is an action on a subset of items which returns positive if the subset contains at least one positive and negative otherwise. In non-adaptive group testing, all tests are independent, can be performed in parallel and represented as a measurement matrix. In this work, we consider non-adaptive group testing with consecutive positives in which the items are linearly ordered and the positives are consecutive in that order. We proposed two improved algorithms for efficiently identifying consecutive positives. In particular, without storing measurement matrices, we can identify up to $d$ consecutive positives with $2 \log_2{\frac{n}{d}} + 2d$ ($4 \log_2{\frac{n}{d}} + 2d$, resp.) tests in $O \left( \log_2^2{\frac{n}{d}} + d \right)$ ($O \left( \log_2{\frac{n}{d}} + d \right)$, resp.) time. These results significantly improve the state-of-the-art scheme in which it takes $5 \log_2{\frac{n}{d}} + 2d + 21$ tests to identify the positives in $O \left( \frac{n}{d} \log_2{\frac{n}{d}} + d^2 \right)$ time with the measurement matrices associated with the scheme stored somewhere.",2021-01-27,"Bui, Thach V.; Cheraghchi, Mahdi; Nguyen, Thuc D.",,,,2101.11294,document_parses/pdf_json/00ef49176ab3215f851f845fdcde1ebc4e2c1c1a.json,,https://arxiv.org/pdf/2101.11294v1.pdf,231719021.0
194243,hytengrt,,ArXiv,Nonparametric estimation of highest density regions for COVID-19,,,,arxiv,"Highest density regions refer to level sets containing points of relatively high density. Their estimation from a random sample, generated from the underlying density, allows to determine the clusters of the corresponding distribution. This task can be accomplished considering different nonparametric perspectives. From a practical point of view, reconstructing highest density regions can be interpreted as a way of determining hot-spots, a crucial task for understanding COVID-19 space-time evolution. In this work, we compare the behavior of classical plug-in methods and a recently proposed hybrid algorithm for highest density regions estimation through an extensive simulation study. Both methodologies are applied to analyze a real data set about COVID-19 cases in the United States.",2020-10-27,"Saavedra-Nieves, Paula",,,,2010.14340,,,https://arxiv.org/pdf/2010.14340v3.pdf,225076383.0
435114,rl79gyon,76cb99ccd82e21a57bd1c449297971ccb3ea78ed,Medline; PMC,"COVID-19 pandemic, Piacenza calling. The survival strategy of an Italian Emergency Department",10.23750/abm.v91i3.9908,PMC7717017,32921738.0,cc-by-nc-sa,"CoVID-19 is a global health emergency, which has paralyzed most of the worldwide health systems. Italy is struggling hard with CoVID-19 pandemic since the end of February 2020, to avoid the collapse of its health system. The number of CoVID-19 patients and deaths are increasing day by day. At time of writing, in Italy there are 102253 infected patients and 19899 deaths. Despite being a relatively small city, Piacenza is one of the epicentres of the Italian epidemic, and our own hospital - Guglielmo da Saliceto - has quickly become a ""CoVID-19 hospital"". Fully 80% of beds in our hospital are reserved for ill CoVID-19 patients and ICU has tripled the number of beds. All these changes have required a great effort for all the medical staff to avoid the collpase of the local health system. We struggled to maintain our normal standard of care for each patient, but the severity of the disease and the high number of critically ill patients frustrated our efforts. Here we report our experience and challenge with managing such a disaster. We hope it could be useful for other Emergency Departments trapped in this global pandemic.",2020-06-30,"Poggiali, Erika; Vercelli, Andrea; Mazzoni, Silvana; Bastoni, Davide; Iannicelli, Teresa; Demichele, Elena; Ioannilli, Eva; Magnacavallo, Andrea",Acta Biomed,,,,document_parses/pdf_json/76cb99ccd82e21a57bd1c449297971ccb3ea78ed.json,document_parses/pmc_json/PMC7717017.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/32921738/; https://doi.org/10.23750/abm.v91i3.9908,221671811.0
78726,sywfi001,,Medline,"Leadership in a crisis: doing things differently, doing different things.",10.12968/hmed.2020.0611,,33263482,unk,"This article summarises the findings from a review of publications related to healthcare leadership that were published during the first wave of the COVID-19 crisis in 2020. The review discusses a range of strategies for leaders to adopt in challenging situations and identifies three aspects of leadership which are considered essential when leading teams during a crisis: 1) communication, 2) decision making and 3) mental health and wellbeing. This article identifies key principles for each of these three aspects and provides practical tips for how leaders can use the lessons learned from the pandemic in their own contexts.",2020-11-02,"Paixão, Graça; Mills, Chloe; McKimm, Judy; Hassanien, Mohammed A; Al-Hayani, Abdulmonem A",British journal of hospital medicine,,,,,,https://doi.org/10.12968/hmed.2020.0611; https://www.ncbi.nlm.nih.gov/pubmed/33263482/,227251367.0
3592,c22kw6f4,ae56d60debc175395e6269fc5bf9184291e71a56,PMC,Improvement in the survival rates of extracorporeal membrane oxygenation-supported respiratory failure patients: a multicenter retrospective study in Korean patients,10.1186/s13054-018-2293-5,PMC6318967,30606235,cc-by,"BACKGROUND: Although the utilization of extracorporeal membrane oxygenation (ECMO) is increasing and its technology is evolving, only a few epidemiologic reports have described the uses and outcomes of ECMO. The aim of this study was to investigate the changes in utilization and survival rate in patients supported with ECMO for severe respiratory failure in Korea. METHODS: This was a multicenter study on consecutive patients who underwent ECMO across 16 hospitals in Korea. The records of all patients who required ECMO for acute respiratory failure between 2012 and 2015 were retrospectively reviewed, and the utilization of ECMO was analyzed over time. RESULTS: During the study period, 5552 patients received ECMO in Korea as a whole, and a total of 2472 patients received ECMO at the participating 16 hospitals. We analyzed 487 (19.7%) patients who received ECMO for respiratory failure. The number of ECMO procedures provided for respiratory failure increased from 104 to 153 during the study period. The in-hospital survival rate increased from 30.8% to 35.9%. The use of prone positioning increased from 6.8% to 49.0% (p < 0.001), and the use of neuromuscular blockers also increased from 28.2% to 58.2% (p < 0.001). Multiple regression analysis showed that old age (OR 1.038 (95% CI 1.022, 1.054)), use of corticosteroid (OR 2.251 (95% CI 1.153, 4.397)), continuous renal replacement therapy (OR 2.196 (95% CI 1.135, 4.247)), driving pressure (OR 1.072 (95% CI 1.031, 1.114)), and prolonged ECMO duration (OR 1.020 (95% CI 1.003, 1.038)) were associated with increased odds of mortality. CONCLUSIONS: Utilization of ECMO and survival rates of patients who received ECMO for respiratory failure increased over time in Korea. The use of pre-ECMO prone positioning and neuromuscular blockers also increased during the same period.",2019-01-03,"Baek, Moon Seong; Lee, Sang-Min; Chung, Chi Ryang; Cho, Woo Hyun; Cho, Young-Jae; Park, Sunghoon; Koo, So-My; Jung, Jae-Seung; Park, Seung Yong; Chang, Youjin; Kang, Byung Ju; Kim, Jung-Hyun; Oh, Jin Young; Park, So Hee; Yoo, Jung-Wan; Sim, Yun Su; Hong, Sang-Bum",Crit Care,,,,document_parses/pdf_json/ae56d60debc175395e6269fc5bf9184291e71a56.json,document_parses/pmc_json/PMC6318967.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6318967/,
64251,in6n5ngc,,Medline,Cancer PRSweb: An Online Repository with Polygenic Risk Scores for Major Cancer Traits and Their Evaluation in Two Independent Biobanks.,10.1016/j.ajhg.2020.08.025,,32991828.0,cc-by-nc-nd,"To facilitate scientific collaboration on polygenic risk scores (PRSs) research, we created an extensive PRS online repository for 35 common cancer traits integrating freely available genome-wide association studies (GWASs) summary statistics from three sources: published GWASs, the NHGRI-EBI GWAS Catalog, and UK Biobank-based GWASs. Our framework condenses these summary statistics into PRSs using various approaches such as linkage disequilibrium pruning/p value thresholding (fixed or data-adaptively optimized thresholds) and penalized, genome-wide effect size weighting. We evaluated the PRSs in two biobanks: the Michigan Genomics Initiative (MGI), a longitudinal biorepository effort at Michigan Medicine, and the population-based UK Biobank (UKB). For each PRS construct, we provide measures on predictive performance and discrimination. Besides PRS evaluation, the Cancer-PRSweb platform features construct downloads and phenome-wide PRS association study results (PRS-PheWAS) for predictive PRSs. We expect this integrated platform to accelerate PRS-related cancer research.",2020-09-22,"Fritsche, Lars G; Patil, Snehal; Beesley, Lauren J; VandeHaar, Peter; Salvatore, Maxwell; Ma, Ying; Peng, Robert B; Taliun, Daniel; Zhou, Xiang; Mukherjee, Bhramar",American journal of human genetics,,,,,,https://doi.org/10.1016/j.ajhg.2020.08.025; https://www.ncbi.nlm.nih.gov/pubmed/32991828/,222152122.0
31015,fm9r6lcm,bc661617d45f57d3e08d04b005d3ffe94dc0fa9d,PMC,Compliance to “Unpleasant” actions of crisis management: some remarks from a management control perspective,10.1007/s11299-020-00250-4,PMC7407422,,cc-by,"In managing the Covid-16 pandemic, policy makers took actions which require the cooperation of individual citizens to succeed while the actions partially come at remarkable costs for individuals. The brief paper employs a thought experiment to identify factors which affect individuals’ propensity to cooperate in the public goods game. These factors reasonably comprise, for example, risk perception and attitude towards risk, embeddedness in a social network or the desire for social approval and may differ remarkably among the individuals of a collective. The paper adopts a management control perspective which appears to be particularly helpful to identify how to implement policy makers’ actions with respect to the diverse individuals in a collective. In order to predict the overall outcome of “unpleasant” actions, an approach is required which allows to capture the heterogeneity of individuals within a collective which makes agent-based modelling a promising candidate.",2020-08-06,"Wall, Friederike",Mind Soc,,,,document_parses/pdf_json/bc661617d45f57d3e08d04b005d3ffe94dc0fa9d.json,document_parses/pmc_json/PMC7407422.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7407422/,
61279,nfvaibzg,,Medline,The role of a neonatal hypothermia alert device in promoting weight gain in LBW infants.,10.1080/14767058.2020.1814244,,32962461.0,unk,"BACKGROUND Neonatal hypothermia is a significant risk factor for preterm and low birth weight (LBW) newborns, especially in India. Kangaroo Mother Care (KMC) is one recommended method of thermal control. A wearable device, TempWatch, has been developed to monitor for and detect hypothermia and to promote KMC for preterm and LBW infants. PURPOSE This randomized controlled trial was designed to evaluate TempWatch's impact on weight gain, amount of KMC received, and length of hospital stay for LBW infants as compared to standard care. METHODS Otherwise healthy LBW infants (with birthweights 1500-2300 g) admitted to a KMC ward of a government hospital in New Delhi, India were randomly allocated to a TempWatch group or a control group and wore the device until their time of discharge. 50 infants were enrolled in each group. All participants received standard-of-care temperature monitoring, and those in the control group were monitored using the hand-touch method. Each group also received sixth-hourly temperature monitoring. Infants' daily weight and the number of hypothermia episodes they experienced per day were recorded, and mothers of infants in both groups completed daily KMC diaries. RESULTS The TempWatch group experienced statistically significant weight gain as compared to the control group (0.06 vs. 0.02 kg, p = .024). There were no statistically significant differences between the groups in the number of hypothermia events detected, the amount of KMC received. CONCLUSION TempWatch promotes statistically significant weight gain for LBW infants as compared to standard care.",2020-09-22,"Azad, Mohammad; Bisht, Surender Singh; Tyagi, Amita; Jaipal, M L","The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians",,,,,,https://doi.org/10.1080/14767058.2020.1814244; https://www.ncbi.nlm.nih.gov/pubmed/32962461/,221861836.0
352211,9zj0yu1c,2142f50e9a7ace971bc142fe4067a52c91b7af28,Medline; PMC,Environmental persistence of porcine coronaviruses in feed and feed ingredients,10.1371/journal.pone.0178094,PMC5443540,28542235.0,cc-by,"Porcine Epidemic Diarrhea Virus (PEDV), Porcine Delta Corona Virus (PDCoV), and Transmissible Gastroenteritis Virus (TGEV) are major threats to swine health and contaminated feed plays a role in virus transmission. The objective of our study was to characterize inactivation of PEDV, PDCoV, and TGEV in various feed ingredient matrices. Samples of complete feed, spray dried porcine plasma, meat meal, meat and bone meal, blood meal, corn, soybean meal, and corn dried distillers grains with solubles were weighed (5 g/sample) into scintillation vials and inoculated with 1 mL of PEDV, PDCoV, or TGEV. Samples were incubated at room temperature for up to 56 days. Aliquots were removed at various time points followed by preparing serial 10-fold dilutions and inoculating in cell cultures to determine the amount of surviving virus. Inactivation kinetics were determined using the Weibull model, which estimates a delta value indicating the time necessary to reduce virus concentration by 1 log. Delta values of various ingredients were compared and analyzed as to their nutrient composition. Soybean meal had the greatest delta value (7.50 days) for PEDV (P < 0.06) as compared with all other ingredients. High delta values (P < 0.001) were observed in soybean meal for PDCoV (42.04 days) and TGEV (42.00 days). There was a moderate correlation between moisture content and the delta value for PDCoV (r = 0.49, P = 0.01) and TGEV (r = 0.41, P = 0.02). There was also a moderate negative correlation between TGEV survival and ether extract content (r = -0.51, P = 0.01). In conclusion, these results indicate that the first log reduction of PDCoV and TGEV takes the greatest amount of time in soybean meal. In addition to this, moisture and ether content appear to be an important determinant of virus survival in feed ingredients.",2017-05-24,"Trudeau, Michaela P.; Verma, Harsha; Sampedro, Fernando; Urriola, Pedro E.; Shurson, Gerald C.; Goyal, Sagar M.",PLoS One,,,,document_parses/pdf_json/2142f50e9a7ace971bc142fe4067a52c91b7af28.json,document_parses/pmc_json/PMC5443540.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/28542235/; https://doi.org/10.1371/journal.pone.0178094,22300249.0
28035,m6da3riq,57cb44104a348410670e031e44b11e8ee0650e4e,PMC,IoT-Based Cow Health Monitoring System,10.1007/978-3-030-50426-7_26,PMC7302546,,no-cc,"Good health and wellbeing of animals are essential to dairy cow farms and sustainable production of milk. Unfortunately, day-to-day monitoring of animals condition is difficult, especially in large farms where employees do not have enough time to observe animals and detect first symptoms of diseases. This paper presents an automated, IoT-based monitoring system designed to monitor the health of dairy cows. The system is composed of hardware devices, a cloud system, an end-user application, and innovative techniques of data measurements and analysis algorithms. The system was tested in a real-life scenario and has proved it can effectively monitor animal welfare and the estrus cycle.",2020-05-25,"Unold, Olgierd; Nikodem, Maciej; Piasecki, Marek; Szyc, Kamil; Maciejewski, Henryk; Bawiec, Marek; Dobrowolski, Paweł; Zdunek, Michał",Computational Science - ICCS 2020,,,,document_parses/pdf_json/57cb44104a348410670e031e44b11e8ee0650e4e.json,document_parses/pmc_json/PMC7302546.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302546/,
196166,fenxsse1,,WHO,Improving mental health in U.S. Veterans using mHealth tools: A pilot study,,,,unk,"Rates of PTSD remain elevated among U S Veterans, highlighting a need for innovative management tools Previous studies have shown mobile apps to have positive effects on PTSD symptoms, but few apps have been examined systematically This pilot study evaluated the perceived effectiveness and usability of Mindset, a novel mobile app that monitors user stress level via heart rate to encourage e-therapy use The study sample included 30 community-residing Veterans who completed baseline assessments They used the Mindset app and associated smartwatch until their approximate 1-month follow-up Self-reported assessments included pre- and post-deployment experiences;experience with Mindset;and standard screeners for PTSD (PCL-M), anxiety (GAD-7), depression (PHQ-9), and alcohol use problems (AUDIT) Among the 24 participants who completed follow-up interviews, a significant decrease (p &lt; 0 05) was found in PCL-M, PHQ-9, and modified AUDIT scores Respondents reported moderate to high acceptance and satisfaction with Mindset features, though considerable frustration with the associated smartwatch These findings highlight mHealth apps such as Mindset as potentially useful tools for PTSD and depression symptom management These findings are also encouraging in the context of the current COVID-19 pandemic, which may accelerate further innovation and implementation of mHealth technologies to improve mental health self-care",2020,"Latour, C.; O039,; Byrne, L.; McCarthy, M.; Chacko, R.; Russell, E.; Price, R. K.",Health Informatics J,,#797600,,,,,221916399.0
220113,np2xzxej,,WHO,"Relationship between COVID-19 infection rates and air pollution, geo-meteorological, and social parameters",,,,unk,"Like all infectious diseases, the infection rate of COVID-19 is dependent on many variables. In order to effectively prepare a localized plan for infectious disease management, it is important to find the relationship between COVID-19 infection rate and other key variables. This study aims to understand the spatial relationships between COVID-19 infection rate and key variables of air pollution, geo-meteorological, and social parameters in Dhaka, Bangladesh. The relationship was analyzed using Geographically Weighted Regression (GWR) model and Geographic Information System (GIS) by means of COVID-19 infection rate as a dependent variable and 17 independent variables. This study revealed that air pollution parameters like PM2.5 (p < 0.02), AOT (p < 0.01), CO (p < 0.05), water vapor (p < 0.01), and O3 (p < 0.01) were highly correlated with COVID-19 infection rate while geo-meteorological parameters like DEM (p < 0.01), wind pressure (p < 0.01), LST (p < 0.04), rainfall (p < 0.01), and wind speed (p < 0.03) were also similarly associated. Social parameters like population density (p < 0.01), brickfield density (p < 0.02), and poverty level (p < 0.01) showed high coefficients as the key independent variables to COVID-19 infection rate. Significant robust relationships between these factors were found in the middle and southern parts of the city where the reported COVID-19 infection case was also higher. Relevant agencies can utilize these findings to formulate new and smart strategies for reducing infectious diseases like COVID-19 in Dhaka and in similar urban cities around the world. Future studies will have more variables including ecological, meteorological, and economical to model and understand the spread of COVID-19.",2021,"Hassan, Md Shareful; Bhuiyan, Mohammad Amir Hossain; Tareq, Faysal; Bodrud-Doza, Md; Tanu, Saikat Mandal; Rabbani, Khondkar Ayaz",Environ Monit Assess,,#1008109,,,,,230609509.0
