cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
9i69j1ix,nan,WHO,"Clinical manifestations, prevalence, risk factors, outcomes, transmission, diagnosis and treatment of COVID-19 in pregnancy and postpartum: a living systematic review protocol",nan,nan,nan,unk,"INTRODUCTION: Rapid, robust and continually updated evidence synthesis is required to inform management of COVID-19 in pregnant and postpartum women and to keep pace with the emerging evidence during the pandemic. METHODS AND ANALYSIS: We plan to undertake a living systematic review to assess the prevalence, clinical manifestations, risk factors, rates of maternal and perinatal complications, potential for mother-to-child transmission, accuracy of diagnostic tests and effectiveness of treatment for COVID-19 in pregnant and postpartum women (including after miscarriage or abortion). We will search Medline, Embase, WHO COVID-19 database, preprint servers, the China National Knowledge Infrastructure system and Wanfang databases from 1 December 2019. We will supplement our search with studies mapped by Cochrane Fertility and Gynaecology group, Evidence for Policy and Practice Information and Co-ordinating Centre (EPPI-Centre), COVID-19 study repositories, reference lists and social media blogs. The search will be updated every week and not be restricted by language. We will include observational cohort (&#8805;10 participants) and randomised studies reporting on prevalence of COVID-19 in pregnant and postpartum women, the rates of clinical manifestations and outcomes, risk factors in pregnant and postpartum women alone or in comparison with non-pregnant women with COVID-19 or pregnant women without COVID-19 and studies on tests and treatments for COVID-19. We will additionally include case reports and series with evidence on mother-to-child transmission of SARS-CoV-2 in utero, intrapartum or postpartum. We will appraise the quality of the included studies using appropriate tools to assess the risk of bias. At least two independent reviewers will undertake study selection, quality assessment and data extraction every 2 weeks. We will synthesise the findings using quantitative random effects meta-analysis and report OR or proportions with 95% CIs and prediction intervals. Case reports and series will be reported as qualitative narrative synthesis. Heterogeneity will be reported as I2 and &#964;2 statistics. ETHICS AND DISSEMINATION: Ethical approval is not required as this is a synthesis of primary data. Regular updates of the results will be published on a dedicated website (https://www.birmingham.ac.uk/research/who-collaborating-centre/pregcov/index.aspx) and disseminated through publications, social media and webinars. PROSPERO REGISTRATION NUMBER: CRD42020178076.",2020,"Yap, Magnus; Debenham, Luke; Kew, Tania; Chatterjee, Shaunak Rhiju; Allotey, John; Stallings, Elena; Coomar, Dyuti; Lee, Siang Ing; Qiu, Xiu; Yuan, Mingyang; Clavé Llavall, Anna; Dixit, Anushka; Zhou, Dengyi; Balaji, Rishab; van Wely, Madelon; Kostova, Elena; van Leeuwen, Elisabeth; Mofenson, Lynne; Kunst, Heinke; Khalil, Asma; Tiberi, Simon; Thomas, James; Brizuela, Vanessa; Broutet, Nathalie; Kara, Edna; Kim, Caron; Thorson, Anna; Rayco-Solon, Pura; Pardo-Hernandez, Hector; Oladapo, Olufemi Taiwo; Zamora, Javier; Bonet, Mercedes; Thangaratinam, Shakila",BMJ Open,nan,#955459,nan,nan,nan,nan,227261275.0
ahtfyuae,nan,WHO,Integrin ανß3 modulates lipopolysaccharide-induced hyperpermeability in cardiac microvascular endothelial cells,nan,nan,nan,unk,"Previous studies suggest an association of cardiac microvascular endothelial cells (CMECs) hyperpermeability with sepsis-related cardiac injury. Our results showed that CMECs permeability was dependent upon concentration and time of lipopolysaccharides (LPS) stimulation. Integrin &#945;&#957;ß3 expression decreased after LPS stimulation. Pretreatment with anti-integrin &#945;&#957;ß3 antibody enhanced LPS-induced hyperpermeability. Upregulation of integrin &#945;&#957;ß3 decreased LPS-induced hyperpermeability. F-actin remodeling was enhanced after LPS stimulation and was inhibited by up-regulation of integrin &#945;&#957;ß3. Inhibition of Src or Rac1 reduced CMECs permeability after LPS stimulation, but there were no differences in the phosphorylation of Src and Rac1 when over-expressing or blocking integrin ß3. After pretreatment with Src or Rac1 inhibitor, no significant difference was found in the expression of integrin &#945;&#957;ß3 in LPS-induced CMECs. These finding suggested that integrin &#945;&#957;ß3 overexpression decreased LPS-stimulated CMECS permeability by inhibition of cytoskeletal remodeling, but the mechanism might not be mediated via Src/Rac1 signaling.",2020,"Li, Li; Rongfang, Zhou; Junhai, Zhen; Changqin, Chen; Jing, Yan",Biosci Biotechnol Biochem,nan,#708155,nan,nan,nan,nan,217546470.0
mfn3slgy,nan,WHO,A COVID-19 human viral challenge model. Learning from experience,nan,nan,nan,unk,"The controlled human infection model and specifically the human viral challenge model are not dissimilar to standard clinical trials while adding another layer of complexity and safety considerations. The models deliberately infect volunteers, with an infectious challenge agent to determine the effect of the infection and the potential benefits of the experimental interventions. The human viral challenge model studies can shorten the time to assess the efficacy of a new vaccine or treatment by combining this with the assessment of safety. The newly emerging SARS-CoV-2 virus is highly contagious, and an urgent race is on to develop a new vaccine against this virus in a timeframe never attempted before. The use of the human viral challenge model has been proposed to accelerate the development of the vaccine. In the early 2000s, the authors successfully developed a pathogenic human viral challenge model for another virus for which there was no effective treatment and established it to evaluate potential therapies and vaccines against respiratory syncytial virus. Experience gained in the development of that model can help with the development of a COVID-19 HVCM and the authors describe it here.",2020,"Lambkin-Williams, Rob; DeVincenzo, John P",Influenza Other Respir Viruses,nan,#713679,nan,nan,nan,nan,221124472.0
tvn4huh2,nan,Medline,Evaluation of Person-Centredness in Rehabilitation for People Living with Dementia Is Needed: A Review of the Literature.,10.1155/2019/8510792,nan,31192013.0,cc-by,"Background With an expected increase in the prevalence of dementia, change in care policies and healthcare systems worldwide is needed. Rehabilitation is increasingly recognised as contributing to dementia care. Rehabilitation subscribes to person-centredness, and thus, evaluations of person-centredness in rehabilitation for people living with dementia are relevant in order for healthcare professionals to know how best to practice person-centredness. Aim The aim of this study was to identify methods of evaluating person-centeredness in rehabilitation for people living with dementia. Materials and Methods Review of the literature using the search terms dementia, person-centredness, and rehabilitation or occupational therapy. Databases searched included: CINAHL, PubMed, Embase, PsycINFO, OTseeker, and SveMed+. The study included peer-reviewed articles from year 2000 to 2018 in Danish, English, Norwegian, or Swedish. Results Only one academic article met the inclusion criteria. In that article, person-centred practice was evaluated using observation and interview as well as analytical frameworks from person-centred care and occupational therapy. Conclusion Evaluations of person-centred practice in rehabilitation for people living with dementia in peer-reviewed literature are lacking. Evaluations are needed to identify effective strategies to pursue and uphold person-centred care. Given the dearth of research on evaluations of person-centredness in rehabilitation, this article included research in person-centred dementia care in the discussion, which potentially can inspire practice and research of rehabilitation for people living with dementia. To understand the complex nature of person-centredness, a variety of research methodologies of qualitative and quantitative characters are recommended for evaluations.",2019,"Allen Christensen, Kate; Lund, Karen-Margrethe; Thuesen, Jette",Journal of aging research,nan,nan,nan,nan,nan,https://doi.org/10.1155/2019/8510792; https://www.ncbi.nlm.nih.gov/pubmed/31192013/,155545893.0
tnga5ycs,nan,WHO,Mouse Model of SARS-CoV-2 Reveals Inflammatory Role of Type I Interferon Signaling,nan,nan,nan,unk,"Severe Acute Respiratory Syndrome- Coronavirus 2 (SARS-Cov-2) has caused over 5,000,000 cases of Coronavirus disease (COVID-19) with significant fatality rate Due to the urgency of this global pandemic, numerous therapeutic and vaccine trials have begun without customary safety and efficacy studies Laboratory mice have been the stalwart of these types of studies;however, they do not support infection by SARS-CoV-2 due to the inability of its spike (S) protein to engage the mouse ortholog of its human entry receptor angiotensin-converting enzyme 2 (hACE2) While hACE2 transgenic mice support infection and pathogenesis, these mice are currently limited in availability and are restricted to a single genetic background Here we report the development of a mouse model of SARS-CoV-2 based on adeno associated virus (AAV)-mediated expression of hACE2 These mice support viral replication and antibody production and exhibit pathologic findings found in COVID-19 patients as well as non-human primate models Moreover, we show that type I interferons are unable to control SARS-CoV2 replication and drive pathologic responses Thus, the hACE2-AAV mouse model enables rapid deployment for in-depth analysis following robust SARS-CoV-2 infection with authentic patient-derived virus in mice of diverse genetic backgrounds This represents a much-needed platform for rapidly testing prophylactic and therapeutic strategies to combat COVID-19 Funding: This study was supported by awards from National Institute of Health grants, 2T32AI007517-16 (to BI), T32GM007205 and F30CA239444 (to ES), AI054359 and AI127429 (to AI), T32AI007019 (to TM),K08 AI128043 (to CBW), as well as Women's Health Research at Yale Pilot Project Program (AI, AR), Fast Grant from Emergent Ventures at the Mercatus Center (AI, ES), Mathers Foundation (AR, CBW, AI), and the Ludwig Family Foundation (AI, AR, CBW) A I is an investigator of the Howard Hughes Medical Institute Conflict of Interest: None of the authors declare interests related to the manuscript Ethical Approval: All procedures were performed in a BSL-3 facility (for SARS-CoV-2 infected mice) with approval from the Yale Environmental Health and Safety office",2020,"Israelow, B.; Song, E.; Mao, T.; Lu, P.; Meir, A.; Liu, F.; Alfajaro, M. M.; Wei, J.; Dong, H.; Homer, R. J.; Ring, A.; Wilen, C. B.; Iwasaki, A.",nan,nan,#6292,nan,nan,nan,nan,219154661.0
gyv6pev2,59bd4e7c483519fa26fa6d626caac0cb41841a80,BioRxiv; WHO,Prunella vulgaris extract and suramin block SARS-coronavirus 2 virus Spike protein D614 and G614 variants mediated receptor association and virus entry in cell culture system,10.1101/2020.08.28.270306,nan,nan,biorxiv,"Until now, no approved effective vaccine and antiviral therapeutic are available for treatment or prevention of SARS-coronavirus 2 (SCoV-2) virus infection. In this study, we established a SCoV-2 Spike glycoprotein (SP), including a SP mutant D614G, pseudotyped HIV-1-based vector system and tested their ability to infect ACE2-expressing cells. This study revealed that a C-terminal 17 amino acid deletion in SCoV-2 SP significantly increases the incorporation of SP into the pseudotyped viruses and enhanced its infectivity, which may be helpful in the design of SCoV2-SP-based vaccine strategies. Moreover, based on this system, we have demonstrated that an aqueous extract from the Chinese herb Prunella vulgaris (CHPV) and a compound, suramin, displayed potent inhibitory effects on both wild type and mutant (G614) SCoV-2 SP pseudotyped virus (SCoV-2-SP-PVs)-mediated infection. The 50% inhibitory concentration (IC50) for CHPV and suramin on SCoV-2-SP-PVs are 30, and 40 μg/ml, respectively. To define the mechanisms of their actions, we demonstrated that both CHPV and suramin are able to directly interrupt SCoV-2–SP binding to its receptor ACE2 and block the viral entry step. Importantly, our results also showed that CHPV or suramin can efficiently reduce levels of cytopathic effect caused by SARS-CoV-2 virus (hCoV-19/Canada/ON-VIDO-01/2020) infection in Vero cells. Furthermore, our results demonstrated that the combination of CHPV/suramin with an anti-SARS-CoV-2 neutralizing antibody mediated more potent blocking effect against SCoV2-SP-PVs. Overall, this study provides evidence that CHPV and suramin has anti-SARS-CoV-2 activity and may be developed as a novel antiviral approach against SARS-CoV-2 infection.",2020-08-28,"Ao, Zhujun; Chan, Mable; Ouyang, Maggie Jing; Abiola, Olukitibi Titus; Mahmoudi, Mona; Kobasa, Darwyn; Yao, Xiaojian",bioRxiv,nan,nan,nan,document_parses/pdf_json/59bd4e7c483519fa26fa6d626caac0cb41841a80.json,nan,https://doi.org/10.1101/2020.08.28.270306,221371503.0
21mxrkkx,nan,Medline,Solitary Fibrous Tumor of the Stomach Treated with Laparoscopic and Endoscopic Cooperative Surgery.,nan,nan,26369266.0,unk,"A 43-year-old Japanese woman with melena underwent an upper gastrointestinal endoscopy and was preoperatively diagnosed with sarcoma of the stomach. Physical examination revealed no abnormalities. Findings on the upper gastrointestinal endoscopy showed a pedunculated submucosal tumor measuring 17 mm in the antrum. An enhanced computed tomography showed wall thickening in the gastric antrum. The patient underwent a laparoscopic and endoscopic cooperative surgery (LECS) for wedge resection of the stomach. The excised tumor measured 27 × 20 × 15 mm in size. Histopathology showed spindle-shaped cells in the submucosal layer. Immunohistochemistry showed that the tumor was positive for CD34, bcl-2, and MIC-2. The final diagnosis was solitary fibrous tumor (SFT) of the stomach. The postoperative course was uneventful, and no evidence of recurrence was observed at the 8-month follow-up. We report a case of SFT arising from the stomach that was treated with wedge resection by LECS.",2015,"Nabeshima, Kazuhito; Tomioku, Mifuji; Nakamura, Kenji; Yasuda, Seiei",The Tokai journal of experimental and clinical medicine,nan,nan,nan,nan,nan,https://www.ncbi.nlm.nih.gov/pubmed/26369266/,9137596.0
66ycyxes,nan,WHO,Entrepreneurial orientation and firm performance in a sanctioned economy – does the CEO play a role?,nan,nan,nan,unk,"Purpose: Entrepreneurship, in many low-resilient economies, plays a critical role in overcoming external shocks Thus, it is crucial in such situation that entrepreneurial firms can survive and even grow so that the whole economy can benefit from a higher level of resilience The purpose of this study is to understand how entrepreneurial orientation (EO) brings about firms' performance through the moderating role of CEOs' self-transcendence values in the context of a low-resilient sanctioned economy Design/methodology/approach: This is a quantitative research that employs hierarchical regression analysis of a sample of 114 Iranian entrepreneurial firms composed of 62 knowledge-based and 52 creative firms Findings: The analysis revealed that in the low-resilient sanctioned economy, Iran, EO-performance link is moderated by the level of CEOs' self-transcendence value, that is, higher level of CEO self-transcendence leads to stronger impact of EO on performance This moderation is not different in creative sector vs knowledge-based sector of the economy Originality/value: This paper addresses a major gap in the traditional EO-performance relationship which is related to the role of CEO values Also, the context of Iran's low level of economic resilience adds more novelty to this study, emphasizing on the role of CEO personal values of self-transcendence in times of crisis The results could also be generalized in many economies now facing the COVID-19 pandemic crisis during which CEOs' self-transcendence values are vitally important in overcoming the difficulties of doing business in such situation © 2020, Emerald Publishing Limited",2020,"Cannavale, C.; Zohoorian Nadali, I.; Esempio, A.",Journal of Small Business and Enterprise Development,nan,#852096,nan,nan,nan,nan,224993629.0
hvonnaup,nan,MedRxiv,Multi-type branching and graph product theory of infectious disease outbreaks,10.1101/2020.10.09.20210252,nan,nan,medrxiv,"The heterogeneity of human populations is a major challenge to mathematical descriptions of infectious disease outbreaks. Numerical simulations are therefore deployed to account for the many factors influencing the disease spreading dynamics. Yet, the results from numerical simulations are often as complicated as the reality, leaving us with a sense of confusion about how the different factors account for the simulation results. Here, using a multi-type branching together with a graph tensor product approach, I derive a single equation for the effective reproductive number of an infectious disease outbreak. Using this equation I deconvolute the impact of crowd management, contact heterogeneity, testing, vaccination, mask use and smartphone tracing app use. This equation can be used to gain a basic understanding of infectious disease outbreaks and their simulations.",2020-10-13,"Vazquez, A.",nan,nan,nan,nan,nan,nan,http://medrxiv.org/cgi/content/short/2020.10.09.20210252v1?rss=1,222307009.0
jy4qb3m0,nan,Medline,Wine produced from date palm (Phoenix dactylifera L.) fruits using Saccharomyces cerevisiae X01 isolated from Nigerian locally fermented beverages.,10.1007/s00203-020-02018-3,nan,32803346.0,unk,"The study focused on the production of wine from date palm fruits (Phoenix dactylifera L.) using a strain of yeast isolated from selected Nigerian locally fermented beverages ('pito', 'brukutu' and palm wine). Seven (7) distinct yeasts were isolated and identified using cultural, microscopy and biochemical tests (temperature tolerance, flocculation, ethanol tolerance, H2S production and killer toxin production and the ability to assimilate and ferment sugars. The yeast isolates were screened using refractometric and spectrophotometric methods to select the isolate with the best ability for wine production. This isolate was molecularly characterized, grown in 1 L of potatoes dextrose broth, freeze dried and used for wine production. The population of yeast, bacteria and the physicochemical analysis of the must were monitored during fermentation. Populations of bacteria in the wine were assessed by standard pour plate count. The proximate content and physicochemical properties of the produced wine before and after ageing, as well as the sensorial quality of the produced wine was determined. All the yeast isolates possessed the ability to flocculate, tolerate ethanol concentration of between 5 and 20% and temperature range of 30-45 °C, produced low concentration of H2S and does not produce killer toxins. A palm wine isolate, identified as Saccharomyces cerevisiae X01 was selected as the best isolate with the most ability for wine production. The total yeast count increases as the period of fermentation progressed while the total viable bacterial count reduced as the fermentation period progressed. There was a significant difference (P < 0.05) in the physicochemical properties of the must during fermentation. At the end of the fermentation, the produced wine had 5.22% and 4.86% ethanol content for S. cerevisiae QA23 and S. cerevisiae X01 respectively. There was no significant difference (P > 0.05) between the proximate and physicochemical compositions of the produced wine before and after ageing using Saccharomyces cerevisiae X01 when compared to the control S. cerevisiae QA23. This study revealed that the Nigerian locally sourced S. cerevisiae X01 can be used as an alternative substrate for industrial scale production of wine with a mild alcoholic content.",2020-08-16,"Oladoja, Emmanuel Olalekan; Oyewole, Oluwafemi Adebayo; Okeke, Susan Kingsley; Azuh, Victor Okechukwu; Oladoja, Olakunle Israel; Jagaba, Aliyu",Archives of microbiology,nan,nan,nan,nan,nan,https://doi.org/10.1007/s00203-020-02018-3; https://www.ncbi.nlm.nih.gov/pubmed/32803346/,221136695.0
bb6xrkmp,nan,WHO,"Hazard Pay and the COVID-19 Pandemic: Issues and Options [May 13, 2020]",nan,nan,nan,unk,"From the Document: A number of policymakers have expressed interest in providing essential workers at risk of exposure to COVID-19 [coronavirus disease 2019] with additional compensation, or 'hazard pay ' The Health and Economic Recovery Omnibus Emergency Solutions (HEROES) Act (H R 6800), introduced on May 12, 2020, would create a fund for 'pandemic premium pay' for essential workers This Insight highlights some of the policy considerations should a hazard pay policy be pursued, as well as federal government options for supporting hazard pay COVID-19 (Disease);Wages",2020,"Sherlock, Molly F.; Bradley, David H.; Congressional Research Service, https crsreports congress gov",nan,nan,#740692,nan,nan,nan,nan,46553681.0
5l9j2vyu,1f60f032bad1fcfb8d48b20527c347ec774d255e,Medline; PMC,No Room for Error: Empiric Treatment for Fulminant Pneumonia,10.5811/cpcem.2017.1.33213,PMC5965415,29849375.0,cc-by,"Early antibiotic administration is critical in cases of sepsis and severe community-acquired pneumonia, which is frequently due to Streptococcus pneumoniae, Staphylococcus aureus, Legionella species, or influenza. We describe the case of a 29-year-old previously healthy man who presented to an urban emergency department (ED) in the North Central U.S. with fever, hip pain, severe hypoxemia, and diffuse pulmonary infiltrates. He was intubated and received piperacillin/tazobactam, levofloxacin, vancomycin, and oseltamivir; given his fulminant presentation and predicted high mortality, doxycycline, methylprednisolone, and amphotericin B were also administered empirically in the ED. A respiratory culture eventually grew Blastomyces dermatitidis, and the patient survived. Severe acute respiratory distress syndrome due to fulminant pneumonitis carries a high mortality. Faced with this scenario and no room for error, it is important that the emergency physician cover for all possible pathogens, including zoonotic bacteria and endemic fungi.",2017-03-13,"Prekker, Matthew E.; Smith, Stephen W.",Clin Pract Cases Emerg Med,nan,nan,nan,document_parses/pdf_json/1f60f032bad1fcfb8d48b20527c347ec774d255e.json,document_parses/pmc_json/PMC5965415.xml.json,https://www.ncbi.nlm.nih.gov/pubmed/29849375/; https://doi.org/10.5811/cpcem.2017.1.33213,44061569.0
hq41xa88,158f9e19780f79b7da0c10073dbde432f967d499,Medline; PMC,PEPFAR’s Response to the Convergence of the HIV and COVID‐19 Pandemics in Sub‐Saharan Africa,10.1002/jia2.25587,PMC7405155,32767707.0,cc-by,"INTRODUCTION: The COVID‐19 pandemic reached the African continent in less than three months from when the first cases were reported from mainland China. As COVID‐19 preparedness and response plans were rapidly instituted across sub‐Saharan Africa, many governments and donor organizations braced themselves for the unknown impact the COVID‐19 pandemic would have in under‐resourced settings with high burdens of PLHIV. The potential negative impact of COVID‐19 in these countries is uncertain, but is estimated to contribute both directly and indirectly to the morbidity and mortality of PLHIV, requiring countries to leverage existing HIV care systems to propel COVID‐19 responses, while protecting PLHIV and HIV program gains. In anticipation of COVID‐19‐related disruptions, PEPFAR promptly established guidance to rapidly adapt HIV programs to maintain essential HIV services while protecting recipients of care and staff from COVID‐19. This commentary reviews PEPFAR’s COVID‐19 technical guidance and provides country‐specific examples of program adaptions in sub‐Sahran Africa. DISCUSSION: The COVID‐19 pandemic may pose significant risks to the continuity of HIV services, especially in countries with high HIV prevalence and weak and over‐burdened health systems. Although there is currently limited understanding of how COVID‐19 affects PLHIV, it is imperative that public health systems and academic centers monitor the impact of COVID‐19 on PLHIV. The general principles of the HIV program adaptation guidance from PEPFAR prioritize protecting the gains in the HIV response while minimizing in‐person home and facility visits and other direct contact when COVID‐19 control measures are in effect. PEPFAR‐supported clinical, laboratory, supply chain, community and data reporting systems can play an important role in mitigating the impact of COVID‐19 in sub‐Saharan Africa. CONCLUSIONS: As community transmission of COVID‐19 continues and the number of country cases rise, fragile health systems may be strained. Utilizing the adaptive, data‐driven program approaches in facilities and communities established and supported by PEPFAR provides the opportunity to strengthen the COVID‐19 response while protecting the immense gains spanning HIV prevention, testing and treatment reached thus far.",2020-07-12,"Golin, Rachel; Godfrey, Catherine; Firth, Jacqueline; Lee, Lana; Minior, Thomas; Phelps, B. Ryan; Raizes, Elliot G.; Ake, Julie A.; Siberry, George K.",J Int AIDS Soc,nan,nan,nan,document_parses/pdf_json/158f9e19780f79b7da0c10073dbde432f967d499.json,nan,https://www.ncbi.nlm.nih.gov/pubmed/32767707/; https://doi.org/10.1002/jia2.25587,220971215.0
58wv3oiy,nan,Medline,Enhancing immunity through autophagy.,10.1146/annurev.immunol.021908.132537,nan,19105657.0,unk,"Next to the proteasome, autophagy is the main catabolic pathway for the degradation of cytoplasmic constituents. The immune system uses it both as an effector mechanism to clear intracellular pathogens and as a mechanism to monitor its products for evidence of pathogen invasion and cellular transformation. Because autophagy delivers intracellular material for lysosomal degradation, its products are primarily loaded onto MHC class II molecules and are able to stimulate CD4+ T cells. This process might shape the self-tolerance of the CD4+ T cell repertoire and stimulate CD4+ T cell responses against pathogens and tumors. Beyond antigen processing, autophagy's role in cell survival is to assist the clonal expansion of B and T cells for efficient adaptive immune responses. These immune-enhancing functions make autophagy an attractive target for therapeutic manipulation in human disease.",2009,"Münz, Christian",Annual review of immunology,nan,nan,nan,nan,nan,https://doi.org/10.1146/annurev.immunol.021908.132537; https://www.ncbi.nlm.nih.gov/pubmed/19105657/,207567373.0
it234nvq,c9bfbd62086f9369f9e95b77fd9bd8b89b8849fb,PMC,A Deep CNN-LSTM Framework for Fast Video Coding,10.1007/978-3-030-51935-3_22,PMC7340939,nan,no-cc,"High Efficiency Video Coding (HEVC) doubles the compression rates over the previous H.264 standard for the same video quality. To improve the coding efficiency, HEVC adopts the hierarchical quadtree structured Coding Unit (CU). However, the computational complexity significantly increases due to the full search for Rate-Distortion Optimization (RDO) to find the optimal Coding Tree Unit (CTU) partition. Here, this paper proposes a deep learning model to predict the HEVC CU partition at inter-mode, instead of brute-force RDO search. To learn the learning model, a large-scale database for HEVC inter-mode is first built. Second, to predict the CU partition of HEVC, we propose as a model a combination of a Convolutional Neural Network (CNN) and a Long Short-Term Memory (LSTM) network. The simulation results prove that the proposed scheme can achieve a best compromise between complexity reduction and RD performance, compared to existing approaches.",2020-06-05,"Bouaafia, Soulef; Khemiri, Randa; Sayadi, Fatma Ezahra; Atri, Mohamed; Liouane, Noureddine",Image and Signal Processing,nan,nan,nan,document_parses/pdf_json/c9bfbd62086f9369f9e95b77fd9bd8b89b8849fb.json,document_parses/pmc_json/PMC7340939.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7340939/,nan
k8sk85do,nan,Medline,Robotic radical parametrectomy in cervical cancer.,10.1159/000324499,nan,21860209.0,unk,"Radical parametrectomy is indicated in cases of undiagnosed early-stage invasive cervical carcinoma discovered after simple hysterectomy performed for a presumed benign disease process. This radical surgical procedure is rarely performed for benign disease; however, there are some benign conditions such as endometriosis or ovarian remnant syndrome which may require wide excision, including parametria. Traditionally, radical parametrectomy has been performed via laparotomy; however, a minimally invasive approach via laparoscopy has been reported to be feasible and safe. Here we describe the robotic surgical approach to radical parametrectomy.",2011,"Zapardiel, Ignacio; Zanagnolo, Vanna; Magrina, Javier F; Magtibay, Paul M",Gynecologic and obstetric investigation,nan,nan,nan,nan,nan,https://doi.org/10.1159/000324499; https://www.ncbi.nlm.nih.gov/pubmed/21860209/,2367905.0
lmxblraf,nan,Medline,Differences in Alimentary Glucose Absorption and Intestinal Disposal of Blood Glucose After Roux-en-Y Gastric Bypass vs Sleeve Gastrectomy.,10.1053/j.gastro.2015.10.009,nan,26481855.0,unk,"BACKGROUND & AIMS Bariatric procedures, such as Roux-en-Y gastric bypass (RYGB) or vertical sleeve gastrectomy (VSG), are the most effective approaches to resolve type 2 diabetes in obese individuals. Alimentary glucose absorption and intestinal disposal of blood glucose have not been directly compared between individuals or animals that underwent RYGB vs VSG. We evaluated in rats and humans how the gut epithelium adapts after surgery and the consequences on alimentary glucose absorption and intestinal disposal of blood glucose. METHODS Obese male rats underwent RYGB, VSG, or sham (control) operations. We collected intestine segments from all rats; we performed histologic analyses and measured levels of messenger RNAs encoding the sugar transporters SGLT1, GLUT1, GLUT2, GLUT3, GLUT4, and GLUT5. Glucose transport and consumption were assayed using ex vivo jejunal loops. Histologic analyses were also performed on Roux limb sections from patients who underwent RYGB 1-5 years after surgery. Roux limb glucose consumption was assayed after surgery by positron emission and computed tomography imaging. RESULTS In rats and humans that underwent RYGB, the Roux limb became hyperplasic, with an increased number of incretin-producing cells compared with the corresponding jejunal segment of controls. Furthermore, expression of sugar transporters and hypoxia-related genes increased and the nonintestinal glucose transporter GLUT1 appeared at the basolateral membrane of enterocytes. Ingested and circulating glucose was trapped within the intestinal epithelial cells of rats and humans that underwent RYGB. By contrast, there was no hyperplasia of the intestine after VSG, but the intestinal absorption of alimentary glucose was reduced and density of endocrine cells secreting glucagon-like peptide-1 increased. CONCLUSIONS The intestine adapts differently to RYGB vs VSG. RYGB increases intestinal glucose disposal and VSG delays glucose absorption; both contribute to observed improvements in glycemia.",2016,"Cavin, Jean-Baptiste; Couvelard, Anne; Lebtahi, Rachida; Ducroc, Robert; Arapis, Konstantinos; Voitellier, Eglantine; Cluzeaud, Françoise; Gillard, Laura; Hourseau, Muriel; Mikail, Nidaa; Ribeiro-Parenti, Lara; Kapel, Nathalie; Marmuse, Jean-Pierre; Bado, André; Le Gall, Maude",Gastroenterology,nan,nan,nan,nan,nan,https://doi.org/10.1053/j.gastro.2015.10.009; https://www.ncbi.nlm.nih.gov/pubmed/26481855/,5214667.0
qsyxv1dc,nan,WHO,Does PartisanshiShape Investor Beliefs? Evidence from the COVID-19 Pandemic,nan,nan,nan,unk,We use party-identifying language â€“ like â€œLiberal Mediaâ€ and â€œMAGAâ€â€“ to identify Republican users on the investor social platform StockTwits Using a difference,2020,"Cookson, J. Anthony Engelberg Joseph Mullins William",nan,nan,#1256,nan,nan,nan,nan,211253540.0
18skv826,nan,WHO,Pro-Inflammatory Cytokines Are Associated with Cardiac Injury Among Critically Ill Patients with COVID-19,nan,nan,nan,unk,Objective: Coronavirus disease 2019 (COVID-19) is rapidly spread throughout the world and has resulted in considerable morbidity and mortality Recent evidence,2020,"Xia, Guozhi Wang Ming He Yanru Ma Chaoran Zhou Feng Zhu Yaowu Fan Di Zheng Qiangsun",nan,nan,#1666,nan,nan,nan,nan,229593633.0
f6ku362o,nan,WHO,"Stephen M Schwartz: professor of pathology, vascular researcher, and scientific provocateur",nan,nan,nan,unk,"Described by colleagues as a brilliant maverick, he became pre-eminent in vascular biology, revealing insights into smooth muscle cells and the structure of blood vessels that would underpin treatment of atherosclerosis, cancer, and other disorders Benditt was studying smooth muscle cells in blood vessels, and Schwartz worked with him on studies of the aortic lining, looking at how cells replicated and how atherosclerotic lesions might be abnormal growths of the smooth muscle (rather like fibroids) For decades he managed to secure funding from the National Institutes of Health’s National Heart, Lung, and Blood Institute for his vascular biology training programme",2020,"Warren, Penny",BMJ,nan,#832814,nan,nan,nan,nan,219040616.0
